"COMMON_NAME","SPECIES_ITIS","NESPP3","STAT_AREA","AREA_TYPE","AREA_NAME","listed"
"YELLOWTAIL FLD","172909","123",552,"NEFSC_discards","GB",1
"HADDOCK","164744","147",560,"NEFSC_discards","EGB",1
"OCEAN POUT","630979","250",560,"NEFSC_discards","UNIT",1
"SCUP","169182","329",560,"NEFSC_discards","by stat area",1
"SKATE, BARNDOOR","564139","368",560,"NEFSC_discards","GBK",1
"SKATE, CLEARNOSE","160855","372",560,"NEFSC_discards","GBK",1
"SKATE, LITTLE","564130","366",560,"NEFSC_discards","GBK",1
"SKATE, ROSETTE","564136","364",560,"NEFSC_discards","GBK",1
"SKATE, SMOOTH","564151","369",560,"NEFSC_discards","GBK",1
"SKATE, THORNY","564149","370",560,"NEFSC_discards","GBK",1
"SKATE, WINTER","564145","367",560,"NEFSC_discards","GBK",1
"SQUID, ATL LONG-FIN","082372","801",560,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",560,"NEFSC_discards","ALL",1
"YELLOWTAIL FLD","172909","123",560,"NEFSC_discards","GB",1
"ALEWIFE","161706","001",561,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",561,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",561,"NEFSC_discards","GBK",1
"BLACK SEA BASS","167687","335",561,"NEFSC_discards","NORTH",1
"BUTTERFISH","172567","051",561,"NEFSC_discards","NE",1
"CHUB MACKEREL","172413","215",561,"NEFSC_discards","NE",1
"CLAM, SURF","080944","769",561,"NEFSC_discards","Northern",1
"COD","164712","081",561,"NEFSC_discards","EGB",1
"DOGFISH, SPINY","160617","352",561,"NEFSC_discards","NE",1
"FLUKE","172735","121",561,"NEFSC_discards","NE",1
"HADDOCK","164744","147",561,"NEFSC_discards","EGB",1
"HAKE, WHITE","164732","153",561,"NEFSC_discards","NE",1
"HALIBUT","172933","159",561,"NEFSC_discards","NE",1
"HERRING, ATLANTIC","161722","168",561,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",561,"NEFSC_discards","NE",1
"MONKFISH","164499","012",561,"NEFSC_discards","NORTH",1
"NBR spp (300+)",NA,NA,561,"NEFSC_discards","NE",1
"OCEAN POUT","630979","250",561,"NEFSC_discards","UNIT",1
"POLLOCK","164727","269",561,"NEFSC_discards","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",561,"NEFSC_discards","Northern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",561,"NEFSC_discards","Northern",1
"RED CRAB","620992","710",561,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",561,"NEFSC_discards","NORTH",1
"REDFISH","166774","240",561,"NEFSC_discards","NE",1
"SCALLOP, SEA","079718","800",561,"NEFSC_discards","GB",1
"SCUP","169182","329",561,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",561,"NEFSC_discards","NORTH",1
"SKATE, BARNDOOR","564139","368",561,"NEFSC_discards","GBK",1
"SKATE, CLEARNOSE","160855","372",561,"NEFSC_discards","GBK",1
"SKATE, LITTLE","564130","366",561,"NEFSC_discards","GBK",1
"SKATE, ROSETTE","564136","364",561,"NEFSC_discards","GBK",1
"SKATE, SMOOTH","564151","369",561,"NEFSC_discards","GBK",1
"SKATE, THORNY","564149","370",561,"NEFSC_discards","GBK",1
"SKATE, WINTER","564145","367",561,"NEFSC_discards","GBK",1
"SQUID, ATL LONG-FIN","082372","801",561,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",561,"NEFSC_discards","ALL",1
"WINDOWPANE","172746","125",561,"NEFSC_discards","GBGOM",1
"WINTER FLD","172905","120",561,"NEFSC_discards","GB",1
"WITCH FLD","172873","122",561,"NEFSC_discards","CORE",1
"WOLFFISH","171341","512",561,"NEFSC_discards","GOM",1
"YELLOWTAIL FLD","172909","123",561,"NEFSC_discards","GB",1
"ALEWIFE","161706","001",562,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",562,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",562,"NEFSC_discards","GBK",1
"BLACK SEA BASS","167687","335",562,"NEFSC_discards","NORTH",1
"BUTTERFISH","172567","051",562,"NEFSC_discards","NE",1
"CHUB MACKEREL","172413","215",562,"NEFSC_discards","NE",1
"CLAM, SURF","080944","769",562,"NEFSC_discards","Northern",1
"COD","164712","081",562,"NEFSC_discards","EGB",1
"DOGFISH, SPINY","160617","352",562,"NEFSC_discards","NE",1
"FLUKE","172735","121",562,"NEFSC_discards","NE",1
"HADDOCK","164744","147",562,"NEFSC_discards","EGB",1
"HAKE, WHITE","164732","153",562,"NEFSC_discards","NE",1
"HALIBUT","172933","159",562,"NEFSC_discards","NE",1
"HERRING, ATLANTIC","161722","168",562,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",562,"NEFSC_discards","NE",1
"MONKFISH","164499","012",562,"NEFSC_discards","SOUTH",1
"NBR spp (300+)",NA,NA,562,"NEFSC_discards","NE",1
"OCEAN POUT","630979","250",562,"NEFSC_discards","UNIT",1
"OFFSHORE HAKE","164793","508",562,"NEFSC_discards","SOUTHERN",1
"POLLOCK","164727","269",562,"NEFSC_discards","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",562,"NEFSC_discards","Northern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",562,"NEFSC_discards","Northern",1
"RED CRAB","620992","710",562,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",562,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",562,"NEFSC_discards","NE",1
"SCALLOP, SEA","079718","800",562,"NEFSC_discards","GB",1
"SCUP","169182","329",562,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",562,"NEFSC_discards","SOUTH",1
"SKATE, BARNDOOR","564139","368",562,"NEFSC_discards","GBK",1
"SKATE, CLEARNOSE","160855","372",562,"NEFSC_discards","GBK",1
"SKATE, LITTLE","564130","366",562,"NEFSC_discards","GBK",1
"SKATE, ROSETTE","564136","364",562,"NEFSC_discards","GBK",1
"SKATE, SMOOTH","564151","369",562,"NEFSC_discards","GBK",1
"SKATE, THORNY","564149","370",562,"NEFSC_discards","GBK",1
"SKATE, WINTER","564145","367",562,"NEFSC_discards","GBK",1
"SQUID, ATL LONG-FIN","082372","801",562,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",562,"NEFSC_discards","ALL",1
"WINDOWPANE","172746","125",562,"NEFSC_discards","GBGOM",1
"WINTER FLD","172905","120",562,"NEFSC_discards","GB",1
"WITCH FLD","172873","122",562,"NEFSC_discards","CORE",1
"WOLFFISH","171341","512",562,"NEFSC_discards","GBK",1
"YELLOWTAIL FLD","172909","123",562,"NEFSC_discards","GB",1
"ALEWIFE","161706","001",600,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",600,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",600,"NEFSC_discards","MA",1
"BLACK SEA BASS","167687","335",600,"NEFSC_discards","NORTH",1
"BUTTERFISH","172567","051",600,"NEFSC_discards","MA",1
"CHUB MACKEREL","172413","215",600,"NEFSC_discards","MA",1
"CLAM, SURF","080944","769",600,"NEFSC_discards","Southern",1
"COD","164712","081",600,"NEFSC_discards","MA",1
"DOGFISH, SPINY","160617","352",600,"NEFSC_discards","MA",1
"FLUKE","172735","121",600,"NEFSC_discards","MA",1
"HAKE, WHITE","164732","153",600,"NEFSC_discards","MA",1
"HALIBUT","172933","159",600,"NEFSC_discards","MA",1
"HERRING, ATLANTIC","161722","168",600,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",600,"NEFSC_discards","MA",1
"NBR spp (300+)",NA,NA,600,"NEFSC_discards","MA",1
"OFFSHORE HAKE","164793","508",600,"NEFSC_discards","SOUTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",600,"NEFSC_discards","Southern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",600,"NEFSC_discards","Southern",1
"RED CRAB","620992","710",600,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",600,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",600,"NEFSC_discards","MA",1
"SCALLOP, SEA","079718","800",600,"NEFSC_discards","MA",1
"SCUP","169182","329",600,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",600,"NEFSC_discards","SOUTH",1
"SKATE, BARNDOOR","564139","368",600,"NEFSC_discards","MA",1
"SKATE, CLEARNOSE","160855","372",600,"NEFSC_discards","MA",1
"SKATE, LITTLE","564130","366",600,"NEFSC_discards","MA",1
"SKATE, ROSETTE","564136","364",600,"NEFSC_discards","MA",1
"SKATE, SMOOTH","564151","369",600,"NEFSC_discards","MA",1
"SKATE, THORNY","564149","370",600,"NEFSC_discards","MA",1
"SKATE, WINTER","564145","367",600,"NEFSC_discards","MA",1
"SQUID, ATL LONG-FIN","082372","801",600,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",600,"NEFSC_discards","ALL",1
"WINTER FLD","172905","120",600,"NEFSC_discards","SNEMA",1
"WITCH FLD","172873","122",600,"NEFSC_discards","OTHER",1
"ALEWIFE","161706","001",610,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",610,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",610,"NEFSC_discards","MA",1
"BLACK SEA BASS","167687","335",610,"NEFSC_discards","NORTH",1
"BUTTERFISH","172567","051",610,"NEFSC_discards","MA",1
"CHUB MACKEREL","172413","215",610,"NEFSC_discards","MA",1
"CLAM, SURF","080944","769",610,"NEFSC_discards","Southern",1
"COD","164712","081",610,"NEFSC_discards","MA",1
"DOGFISH, SPINY","160617","352",610,"NEFSC_discards","MA",1
"FLUKE","172735","121",610,"NEFSC_discards","MA",1
"HAKE, WHITE","164732","153",610,"NEFSC_discards","MA",1
"HALIBUT","172933","159",610,"NEFSC_discards","MA",1
"HERRING, ATLANTIC","161722","168",610,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",610,"NEFSC_discards","MA",1
"NBR spp (300+)",NA,NA,610,"NEFSC_discards","MA",1
"OCEAN POUT","630979","250",610,"NEFSC_discards","UNIT",1
"OFFSHORE HAKE","164793","508",610,"NEFSC_discards","SOUTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",610,"NEFSC_discards","Southern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",610,"NEFSC_discards","Southern",1
"RED CRAB","620992","710",610,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",610,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",610,"NEFSC_discards","MA",1
"SCALLOP, SEA","079718","800",610,"NEFSC_discards","MA",1
"SCUP","169182","329",610,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",610,"NEFSC_discards","SOUTH",1
"SKATE, BARNDOOR","564139","368",610,"NEFSC_discards","MA",1
"SKATE, CLEARNOSE","160855","372",610,"NEFSC_discards","MA",1
"SKATE, LITTLE","564130","366",610,"NEFSC_discards","MA",1
"SKATE, ROSETTE","564136","364",610,"NEFSC_discards","MA",1
"SKATE, SMOOTH","564151","369",610,"NEFSC_discards","MA",1
"SKATE, THORNY","564149","370",610,"NEFSC_discards","MA",1
"SKATE, WINTER","564145","367",610,"NEFSC_discards","MA",1
"SQUID, ATL LONG-FIN","082372","801",610,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",610,"NEFSC_discards","ALL",1
"WINTER FLD","172905","120",610,"NEFSC_discards","SNEMA",1
"WITCH FLD","172873","122",610,"NEFSC_discards","OTHER",1
"ALEWIFE","161706","001",611,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",611,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",611,"NEFSC_discards","MA",1
"BLACK SEA BASS","167687","335",611,"NEFSC_discards","NORTH",1
"BUTTERFISH","172567","051",611,"NEFSC_discards","MA",1
"CHUB MACKEREL","172413","215",611,"NEFSC_discards","MA",1
"CLAM, SURF","080944","769",611,"NEFSC_discards","Southern",1
"COD","164712","081",611,"NEFSC_discards","MA",1
"DOGFISH, SPINY","160617","352",611,"NEFSC_discards","MA",1
"FLUKE","172735","121",611,"NEFSC_discards","MA",1
"HAKE, WHITE","164732","153",611,"NEFSC_discards","MA",1
"HALIBUT","172933","159",611,"NEFSC_discards","MA",1
"HERRING, ATLANTIC","161722","168",611,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",611,"NEFSC_discards","MA",1
"MONKFISH","164499","012",611,"NEFSC_discards","SOUTH",1
"NBR spp (300+)",NA,NA,611,"NEFSC_discards","MA",1
"OCEAN POUT","630979","250",611,"NEFSC_discards","UNIT",1
"OFFSHORE HAKE","164793","508",611,"NEFSC_discards","SOUTHERN",1
"POLLOCK","164727","269",611,"NEFSC_discards","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",611,"NEFSC_discards","Southern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",611,"NEFSC_discards","Southern",1
"RED CRAB","620992","710",611,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",611,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",611,"NEFSC_discards","MA",1
"SCALLOP, SEA","079718","800",611,"NEFSC_discards","MA",1
"SCUP","169182","329",611,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",611,"NEFSC_discards","SOUTH",1
"SKATE, BARNDOOR","564139","368",611,"NEFSC_discards","MA",1
"SKATE, CLEARNOSE","160855","372",611,"NEFSC_discards","MA",1
"SKATE, LITTLE","564130","366",611,"NEFSC_discards","MA",1
"SKATE, ROSETTE","564136","364",611,"NEFSC_discards","MA",1
"SKATE, SMOOTH","564151","369",611,"NEFSC_discards","MA",1
"SKATE, THORNY","564149","370",611,"NEFSC_discards","MA",1
"SKATE, WINTER","564145","367",611,"NEFSC_discards","MA",1
"SQUID, ATL LONG-FIN","082372","801",611,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",611,"NEFSC_discards","ALL",1
"WINDOWPANE","172746","125",611,"NEFSC_discards","SNEMA",1
"WINTER FLD","172905","120",611,"NEFSC_discards","SNEMA",1
"WITCH FLD","172873","122",611,"NEFSC_discards","OTHER",1
"YELLOWTAIL FLD","172909","123",611,"NEFSC_discards","SNE",1
"ALEWIFE","161706","001",612,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",612,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",612,"NEFSC_discards","MA",1
"BLACK SEA BASS","167687","335",612,"NEFSC_discards","NORTH",1
"BUTTERFISH","172567","051",612,"NEFSC_discards","MA",1
"CHUB MACKEREL","172413","215",612,"NEFSC_discards","MA",1
"CLAM, SURF","080944","769",612,"NEFSC_discards","Southern",1
"COD","164712","081",612,"NEFSC_discards","MA",1
"DOGFISH, SPINY","160617","352",612,"NEFSC_discards","MA",1
"FLUKE","172735","121",612,"NEFSC_discards","MA",1
"HAKE, WHITE","164732","153",612,"NEFSC_discards","MA",1
"HALIBUT","172933","159",612,"NEFSC_discards","MA",1
"HERRING, ATLANTIC","161722","168",612,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",612,"NEFSC_discards","MA",1
"MONKFISH","164499","012",612,"NEFSC_discards","SOUTH",1
"NBR spp (300+)",NA,NA,612,"NEFSC_discards","MA",1
"OCEAN POUT","630979","250",612,"NEFSC_discards","UNIT",1
"OFFSHORE HAKE","164793","508",612,"NEFSC_discards","SOUTHERN",1
"POLLOCK","164727","269",612,"NEFSC_discards","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",612,"NEFSC_discards","Southern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",612,"NEFSC_discards","Southern",1
"RED CRAB","620992","710",612,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",612,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",612,"NEFSC_discards","MA",1
"SCALLOP, SEA","079718","800",612,"NEFSC_discards","MA",1
"SCUP","169182","329",612,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",612,"NEFSC_discards","SOUTH",1
"SKATE, BARNDOOR","564139","368",612,"NEFSC_discards","MA",1
"SKATE, CLEARNOSE","160855","372",612,"NEFSC_discards","MA",1
"SKATE, LITTLE","564130","366",612,"NEFSC_discards","MA",1
"SKATE, ROSETTE","564136","364",612,"NEFSC_discards","MA",1
"SKATE, SMOOTH","564151","369",612,"NEFSC_discards","MA",1
"SKATE, THORNY","564149","370",612,"NEFSC_discards","MA",1
"SKATE, WINTER","564145","367",612,"NEFSC_discards","MA",1
"SQUID, ATL LONG-FIN","082372","801",612,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",612,"NEFSC_discards","ALL",1
"WINDOWPANE","172746","125",612,"NEFSC_discards","SNEMA",1
"WINTER FLD","172905","120",612,"NEFSC_discards","SNEMA",1
"WITCH FLD","172873","122",612,"NEFSC_discards","OTHER",1
"YELLOWTAIL FLD","172909","123",612,"NEFSC_discards","SNE",1
"ALEWIFE","161706","001",613,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",613,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",613,"NEFSC_discards","MA",1
"BLACK SEA BASS","167687","335",613,"NEFSC_discards","NORTH",1
"BUTTERFISH","172567","051",613,"NEFSC_discards","MA",1
"CHUB MACKEREL","172413","215",613,"NEFSC_discards","MA",1
"CLAM, SURF","080944","769",613,"NEFSC_discards","Southern",1
"COD","164712","081",613,"NEFSC_discards","MA",1
"DOGFISH, SPINY","160617","352",613,"NEFSC_discards","MA",1
"FLUKE","172735","121",613,"NEFSC_discards","MA",1
"HAKE, WHITE","164732","153",613,"NEFSC_discards","MA",1
"HALIBUT","172933","159",613,"NEFSC_discards","MA",1
"HERRING, ATLANTIC","161722","168",613,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",613,"NEFSC_discards","MA",1
"MONKFISH","164499","012",613,"NEFSC_discards","SOUTH",1
"NBR spp (300+)",NA,NA,613,"NEFSC_discards","MA",1
"OCEAN POUT","630979","250",613,"NEFSC_discards","UNIT",1
"OFFSHORE HAKE","164793","508",613,"NEFSC_discards","SOUTHERN",1
"POLLOCK","164727","269",613,"NEFSC_discards","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",613,"NEFSC_discards","Southern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",613,"NEFSC_discards","Southern",1
"RED CRAB","620992","710",613,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",613,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",613,"NEFSC_discards","MA",1
"SCALLOP, SEA","079718","800",613,"NEFSC_discards","MA",1
"SCUP","169182","329",613,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",613,"NEFSC_discards","SOUTH",1
"SKATE, BARNDOOR","564139","368",613,"NEFSC_discards","MA",1
"SKATE, CLEARNOSE","160855","372",613,"NEFSC_discards","MA",1
"SKATE, LITTLE","564130","366",613,"NEFSC_discards","MA",1
"SKATE, ROSETTE","564136","364",613,"NEFSC_discards","MA",1
"SKATE, SMOOTH","564151","369",613,"NEFSC_discards","MA",1
"SKATE, THORNY","564149","370",613,"NEFSC_discards","MA",1
"SKATE, WINTER","564145","367",613,"NEFSC_discards","MA",1
"SQUID, ATL LONG-FIN","082372","801",613,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",613,"NEFSC_discards","ALL",1
"WINDOWPANE","172746","125",613,"NEFSC_discards","SNEMA",1
"WINTER FLD","172905","120",613,"NEFSC_discards","SNEMA",1
"WITCH FLD","172873","122",613,"NEFSC_discards","OTHER",1
"YELLOWTAIL FLD","172909","123",613,"NEFSC_discards","SNE",1
"ALEWIFE","161706","001",614,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",614,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",614,"NEFSC_discards","MA",1
"BLACK SEA BASS","167687","335",614,"NEFSC_discards","SOUTH",1
"BUTTERFISH","172567","051",614,"NEFSC_discards","MA",1
"CHUB MACKEREL","172413","215",614,"NEFSC_discards","MA",1
"CLAM, SURF","080944","769",614,"NEFSC_discards","Southern",1
"COD","164712","081",614,"NEFSC_discards","MA",1
"DOGFISH, SPINY","160617","352",614,"NEFSC_discards","MA",1
"FLUKE","172735","121",614,"NEFSC_discards","MA",1
"HAKE, WHITE","164732","153",614,"NEFSC_discards","MA",1
"HALIBUT","172933","159",614,"NEFSC_discards","MA",1
"HERRING, ATLANTIC","161722","168",614,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",614,"NEFSC_discards","MA",1
"MONKFISH","164499","012",614,"NEFSC_discards","SOUTH",1
"NBR spp (300+)",NA,NA,614,"NEFSC_discards","MA",1
"OCEAN POUT","630979","250",614,"NEFSC_discards","UNIT",1
"OFFSHORE HAKE","164793","508",614,"NEFSC_discards","SOUTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",614,"NEFSC_discards","Southern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",614,"NEFSC_discards","Southern",1
"RED CRAB","620992","710",614,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",614,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",614,"NEFSC_discards","MA",1
"SCALLOP, SEA","079718","800",614,"NEFSC_discards","MA",1
"SCUP","169182","329",614,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",614,"NEFSC_discards","SOUTH",1
"SKATE, BARNDOOR","564139","368",614,"NEFSC_discards","MA",1
"SKATE, CLEARNOSE","160855","372",614,"NEFSC_discards","MA",1
"SKATE, LITTLE","564130","366",614,"NEFSC_discards","MA",1
"SKATE, ROSETTE","564136","364",614,"NEFSC_discards","MA",1
"SKATE, SMOOTH","564151","369",614,"NEFSC_discards","MA",1
"SKATE, THORNY","564149","370",614,"NEFSC_discards","MA",1
"SKATE, WINTER","564145","367",614,"NEFSC_discards","MA",1
"SQUID, ATL LONG-FIN","082372","801",614,"NEFSC_discards","ALL",1
"SQUID, SHORT-FIN","082521","802",614,"NEFSC_discards","ALL",1
"WINDOWPANE","172746","125",614,"NEFSC_discards","SNEMA",1
"WINTER FLD","172905","120",614,"NEFSC_discards","SNEMA",1
"WITCH FLD","172873","122",614,"NEFSC_discards","OTHER",1
"YELLOWTAIL FLD","172909","123",614,"NEFSC_discards","MA",1
"ALEWIFE","161706","001",615,"NEFSC_discards","ALL",1
"AM SHAD","161702","347",615,"NEFSC_discards","ALL",1
"AMERICAN PLAICE","172877","124",615,"NEFSC_discards","MA",1
"BLACK SEA BASS","167687","335",615,"NEFSC_discards","SOUTH",1
"BUTTERFISH","172567","051",615,"NEFSC_discards","MA",1
"CHUB MACKEREL","172413","215",615,"NEFSC_discards","MA",1
"CLAM, SURF","080944","769",615,"NEFSC_discards","Southern",1
"COD","164712","081",615,"NEFSC_discards","MA",1
"DOGFISH, SPINY","160617","352",615,"NEFSC_discards","MA",1
"FLUKE","172735","121",615,"NEFSC_discards","MA",1
"HAKE, WHITE","164732","153",615,"NEFSC_discards","MA",1
"HALIBUT","172933","159",615,"NEFSC_discards","MA",1
"HERRING, ATLANTIC","161722","168",615,"NEFSC_discards","ALL",1
"MACKEREL, ATLANTIC","172414","212",615,"NEFSC_discards","MA",1
"MONKFISH","164499","012",615,"NEFSC_discards","SOUTH",1
"NBR spp (300+)",NA,NA,615,"NEFSC_discards","MA",1
"OCEAN POUT","630979","250",615,"NEFSC_discards","UNIT",1
"OFFSHORE HAKE","164793","508",615,"NEFSC_discards","SOUTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",615,"NEFSC_discards","Southern",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",615,"NEFSC_discards","Southern",1
"RED CRAB","620992","710",615,"NEFSC_discards","UNIT",1
"RED HAKE","164730","152",615,"NEFSC_discards","SOUTH",1
"REDFISH","166774","240",615,"NEFSC_discards","MA",1
"SCALLOP, SEA","079718","800",615,"NEFSC_discards","MA",1
"SCUP","169182","329",615,"NEFSC_discards","by stat area",1
"SILVER HAKE","164791","509",615,"NEFSC_discards","SOUTH",1
