"COMMON_NAME","SPECIES_ITIS","NESPP3","STAT_AREA","AREA_TYPE","AREA_NAME","listed"
"MONKFISH","164499","012",723,"QM_discards","S",1
"OCEAN POUT","630979","250",723,"QM_discards","UNIT",1
"POLLOCK","164727","269",723,"QM_discards","UNIT",1
"REDFISH","166774","240",723,"QM_discards","UNIT",1
"WITCH FLD","172873","122",723,"QM_discards","UNIT",1
"WOLFFISH","171341","512",723,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",724,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",724,"QM_discards","UNIT",1
"HALIBUT","172933","159",724,"QM_discards","UNIT",1
"MONKFISH","164499","012",724,"QM_discards","S",1
"OCEAN POUT","630979","250",724,"QM_discards","UNIT",1
"POLLOCK","164727","269",724,"QM_discards","UNIT",1
"REDFISH","166774","240",724,"QM_discards","UNIT",1
"WITCH FLD","172873","122",724,"QM_discards","UNIT",1
"WOLFFISH","171341","512",724,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",725,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",725,"QM_discards","UNIT",1
"HALIBUT","172933","159",725,"QM_discards","UNIT",1
"MONKFISH","164499","012",725,"QM_discards","S",1
"OCEAN POUT","630979","250",725,"QM_discards","UNIT",1
"POLLOCK","164727","269",725,"QM_discards","UNIT",1
"REDFISH","166774","240",725,"QM_discards","UNIT",1
"WITCH FLD","172873","122",725,"QM_discards","UNIT",1
"WOLFFISH","171341","512",725,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",726,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",726,"QM_discards","UNIT",1
"HALIBUT","172933","159",726,"QM_discards","UNIT",1
"MONKFISH","164499","012",726,"QM_discards","S",1
"OCEAN POUT","630979","250",726,"QM_discards","UNIT",1
"POLLOCK","164727","269",726,"QM_discards","UNIT",1
"REDFISH","166774","240",726,"QM_discards","UNIT",1
"WITCH FLD","172873","122",726,"QM_discards","UNIT",1
"WOLFFISH","171341","512",726,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",727,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",727,"QM_discards","UNIT",1
"HALIBUT","172933","159",727,"QM_discards","UNIT",1
"MONKFISH","164499","012",727,"QM_discards","S",1
"OCEAN POUT","630979","250",727,"QM_discards","UNIT",1
"POLLOCK","164727","269",727,"QM_discards","UNIT",1
"REDFISH","166774","240",727,"QM_discards","UNIT",1
"WITCH FLD","172873","122",727,"QM_discards","UNIT",1
"WOLFFISH","171341","512",727,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",728,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",728,"QM_discards","UNIT",1
"HALIBUT","172933","159",728,"QM_discards","UNIT",1
"MONKFISH","164499","012",728,"QM_discards","S",1
"OCEAN POUT","630979","250",728,"QM_discards","UNIT",1
"POLLOCK","164727","269",728,"QM_discards","UNIT",1
"REDFISH","166774","240",728,"QM_discards","UNIT",1
"WITCH FLD","172873","122",728,"QM_discards","UNIT",1
"WOLFFISH","171341","512",728,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",729,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",729,"QM_discards","UNIT",1
"HALIBUT","172933","159",729,"QM_discards","UNIT",1
"MONKFISH","164499","012",729,"QM_discards","S",1
"OCEAN POUT","630979","250",729,"QM_discards","UNIT",1
"POLLOCK","164727","269",729,"QM_discards","UNIT",1
"REDFISH","166774","240",729,"QM_discards","UNIT",1
"WITCH FLD","172873","122",729,"QM_discards","UNIT",1
"WOLFFISH","171341","512",729,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",730,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",730,"QM_discards","UNIT",1
"HALIBUT","172933","159",730,"QM_discards","UNIT",1
"MONKFISH","164499","012",730,"QM_discards","S",1
"OCEAN POUT","630979","250",730,"QM_discards","UNIT",1
"POLLOCK","164727","269",730,"QM_discards","UNIT",1
"REDFISH","166774","240",730,"QM_discards","UNIT",1
"WITCH FLD","172873","122",730,"QM_discards","UNIT",1
"WOLFFISH","171341","512",730,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",731,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",731,"QM_discards","UNIT",1
"HALIBUT","172933","159",731,"QM_discards","UNIT",1
"MONKFISH","164499","012",731,"QM_discards","S",1
"OCEAN POUT","630979","250",731,"QM_discards","UNIT",1
"POLLOCK","164727","269",731,"QM_discards","UNIT",1
"REDFISH","166774","240",731,"QM_discards","UNIT",1
"WITCH FLD","172873","122",731,"QM_discards","UNIT",1
"WOLFFISH","171341","512",731,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",732,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",732,"QM_discards","UNIT",1
"HALIBUT","172933","159",732,"QM_discards","UNIT",1
"MONKFISH","164499","012",732,"QM_discards","S",1
"OCEAN POUT","630979","250",732,"QM_discards","UNIT",1
"POLLOCK","164727","269",732,"QM_discards","UNIT",1
"REDFISH","166774","240",732,"QM_discards","UNIT",1
"WITCH FLD","172873","122",732,"QM_discards","UNIT",1
"WOLFFISH","171341","512",732,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",733,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",733,"QM_discards","UNIT",1
"HALIBUT","172933","159",733,"QM_discards","UNIT",1
"MONKFISH","164499","012",733,"QM_discards","S",1
"OCEAN POUT","630979","250",733,"QM_discards","UNIT",1
"POLLOCK","164727","269",733,"QM_discards","UNIT",1
"REDFISH","166774","240",733,"QM_discards","UNIT",1
"WITCH FLD","172873","122",733,"QM_discards","UNIT",1
"WOLFFISH","171341","512",733,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",734,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",734,"QM_discards","UNIT",1
"HALIBUT","172933","159",734,"QM_discards","UNIT",1
"MONKFISH","164499","012",734,"QM_discards","S",1
"OCEAN POUT","630979","250",734,"QM_discards","UNIT",1
"POLLOCK","164727","269",734,"QM_discards","UNIT",1
"REDFISH","166774","240",734,"QM_discards","UNIT",1
"WITCH FLD","172873","122",734,"QM_discards","UNIT",1
"WOLFFISH","171341","512",734,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",735,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",735,"QM_discards","UNIT",1
"HALIBUT","172933","159",735,"QM_discards","UNIT",1
"MONKFISH","164499","012",735,"QM_discards","S",1
"OCEAN POUT","630979","250",735,"QM_discards","UNIT",1
"POLLOCK","164727","269",735,"QM_discards","UNIT",1
"REDFISH","166774","240",735,"QM_discards","UNIT",1
"WITCH FLD","172873","122",735,"QM_discards","UNIT",1
"WOLFFISH","171341","512",735,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",736,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",736,"QM_discards","UNIT",1
"HALIBUT","172933","159",736,"QM_discards","UNIT",1
"MONKFISH","164499","012",736,"QM_discards","S",1
"OCEAN POUT","630979","250",736,"QM_discards","UNIT",1
"POLLOCK","164727","269",736,"QM_discards","UNIT",1
"REDFISH","166774","240",736,"QM_discards","UNIT",1
"WITCH FLD","172873","122",736,"QM_discards","UNIT",1
"WOLFFISH","171341","512",736,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",737,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",737,"QM_discards","UNIT",1
"HALIBUT","172933","159",737,"QM_discards","UNIT",1
"MONKFISH","164499","012",737,"QM_discards","S",1
"OCEAN POUT","630979","250",737,"QM_discards","UNIT",1
"POLLOCK","164727","269",737,"QM_discards","UNIT",1
"REDFISH","166774","240",737,"QM_discards","UNIT",1
"WITCH FLD","172873","122",737,"QM_discards","UNIT",1
"WOLFFISH","171341","512",737,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",738,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",738,"QM_discards","UNIT",1
"HALIBUT","172933","159",738,"QM_discards","UNIT",1
"MONKFISH","164499","012",738,"QM_discards","S",1
"OCEAN POUT","630979","250",738,"QM_discards","UNIT",1
"POLLOCK","164727","269",738,"QM_discards","UNIT",1
"REDFISH","166774","240",738,"QM_discards","UNIT",1
"WITCH FLD","172873","122",738,"QM_discards","UNIT",1
"WOLFFISH","171341","512",738,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",739,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",739,"QM_discards","UNIT",1
"HALIBUT","172933","159",739,"QM_discards","UNIT",1
"MONKFISH","164499","012",739,"QM_discards","S",1
"OCEAN POUT","630979","250",739,"QM_discards","UNIT",1
"POLLOCK","164727","269",739,"QM_discards","UNIT",1
"REDFISH","166774","240",739,"QM_discards","UNIT",1
"WITCH FLD","172873","122",739,"QM_discards","UNIT",1
"WOLFFISH","171341","512",739,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",740,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",740,"QM_discards","UNIT",1
"HALIBUT","172933","159",740,"QM_discards","UNIT",1
"MONKFISH","164499","012",740,"QM_discards","S",1
"OCEAN POUT","630979","250",740,"QM_discards","UNIT",1
"POLLOCK","164727","269",740,"QM_discards","UNIT",1
"REDFISH","166774","240",740,"QM_discards","UNIT",1
"WITCH FLD","172873","122",740,"QM_discards","UNIT",1
"WOLFFISH","171341","512",740,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",741,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",741,"QM_discards","UNIT",1
"HALIBUT","172933","159",741,"QM_discards","UNIT",1
"MONKFISH","164499","012",741,"QM_discards","S",1
"OCEAN POUT","630979","250",741,"QM_discards","UNIT",1
"POLLOCK","164727","269",741,"QM_discards","UNIT",1
"REDFISH","166774","240",741,"QM_discards","UNIT",1
"WITCH FLD","172873","122",741,"QM_discards","UNIT",1
"WOLFFISH","171341","512",741,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",745,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",745,"QM_discards","UNIT",1
"HALIBUT","172933","159",745,"QM_discards","UNIT",1
"MONKFISH","164499","012",745,"QM_discards","S",1
"OCEAN POUT","630979","250",745,"QM_discards","UNIT",1
"POLLOCK","164727","269",745,"QM_discards","UNIT",1
"REDFISH","166774","240",745,"QM_discards","UNIT",1
"WITCH FLD","172873","122",745,"QM_discards","UNIT",1
"WOLFFISH","171341","512",745,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",746,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",746,"QM_discards","UNIT",1
"HALIBUT","172933","159",746,"QM_discards","UNIT",1
"MONKFISH","164499","012",746,"QM_discards","S",1
"OCEAN POUT","630979","250",746,"QM_discards","UNIT",1
"POLLOCK","164727","269",746,"QM_discards","UNIT",1
"REDFISH","166774","240",746,"QM_discards","UNIT",1
"WITCH FLD","172873","122",746,"QM_discards","UNIT",1
"WOLFFISH","171341","512",746,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",799,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",799,"QM_discards","UNIT",1
"HALIBUT","172933","159",799,"QM_discards","UNIT",1
"MONKFISH","164499","012",799,"QM_discards","S",1
"OCEAN POUT","630979","250",799,"QM_discards","UNIT",1
"POLLOCK","164727","269",799,"QM_discards","UNIT",1
"REDFISH","166774","240",799,"QM_discards","UNIT",1
"WITCH FLD","172873","122",799,"QM_discards","UNIT",1
"WOLFFISH","171341","512",799,"QM_discards","UNIT",1
"AMERICAN PLAICE","172877","124",899,"QM_discards","UNIT",1
"HAKE, WHITE","164732","153",899,"QM_discards","UNIT",1
"HALIBUT","172933","159",899,"QM_discards","UNIT",1
"MONKFISH","164499","012",899,"QM_discards","S",1
"OCEAN POUT","630979","250",899,"QM_discards","UNIT",1
"POLLOCK","164727","269",899,"QM_discards","UNIT",1
"REDFISH","166774","240",899,"QM_discards","UNIT",1
"WITCH FLD","172873","122",899,"QM_discards","UNIT",1
"WOLFFISH","171341","512",899,"QM_discards","UNIT",1
"ALEWIFE","161706","001",464,"CAMS","NE",1
"AM SHAD","161702","347",464,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",464,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",464,"CAMS","NORTH",1
"BLUEFISH","168559","023",464,"CAMS","NE",1
"BUTTERFISH","172567","051",464,"CAMS","NE",1
"CHUB MACKEREL","172413","215",464,"CAMS","NE",1
"CLAM, SURF","080944","769",464,"CAMS","NE",1
"COD","164712","081",464,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",464,"CAMS","NE",1
"FLUKE","172735","121",464,"CAMS","NE",1
"HADDOCK","164744","147",464,"CAMS","GOM",1
"HAKE, WHITE","164732","153",464,"CAMS","NE",1
"HALIBUT","172933","159",464,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",464,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",464,"CAMS","NE",1
"MONKFISH","164499","012",464,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,464,"CAMS","NE",1
"OCEAN POUT","630979","250",464,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",464,"CAMS","NORTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",464,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",464,"CAMS","NE",1
"RED CRAB","620992","710",464,"CAMS","UNIT",1
"RED HAKE","164730","152",464,"CAMS","NORTHERN",1
"REDFISH","166774","240",464,"CAMS","NE",1
"SCALLOP, SEA","079718","800",464,"CAMS","GOM",1
"SCUP","169182","329",464,"CAMS","by stat area",1
"SILVER HAKE","164791","509",464,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",464,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",464,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",464,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",464,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",464,"CAMS","GOM",1
"SKATE, THORNY","564149","370",464,"CAMS","GOM",1
"SKATE, WINTER","564145","367",464,"CAMS","GOM",1
"SQUID, ATL LONG-FIN","082372","801",464,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",464,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",464,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",464,"CAMS","NE",1
"WINDOWPANE","172746","125",464,"CAMS","GBGOM",1
"WINTER FLD","172905","120",464,"CAMS","GOM",1
"WITCH FLD","172873","122",464,"CAMS","GBGOM",1
"WOLFFISH","171341","512",464,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",464,"CAMS","CCGOM",1
"ALEWIFE","161706","001",465,"CAMS","NE",1
"AM SHAD","161702","347",465,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",465,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",465,"CAMS","NORTH",1
"BLUEFISH","168559","023",465,"CAMS","NE",1
"BUTTERFISH","172567","051",465,"CAMS","NE",1
"CHUB MACKEREL","172413","215",465,"CAMS","NE",1
"CLAM, SURF","080944","769",465,"CAMS","NE",1
"COD","164712","081",465,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",465,"CAMS","NE",1
"FLUKE","172735","121",465,"CAMS","NE",1
"HADDOCK","164744","147",465,"CAMS","GOM",1
"HAKE, WHITE","164732","153",465,"CAMS","NE",1
"HALIBUT","172933","159",465,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",465,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",465,"CAMS","NE",1
"MONKFISH","164499","012",465,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,465,"CAMS","NE",1
"OCEAN POUT","630979","250",465,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",465,"CAMS","NORTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",465,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",465,"CAMS","NE",1
"RED CRAB","620992","710",465,"CAMS","UNIT",1
"RED HAKE","164730","152",465,"CAMS","NORTHERN",1
"REDFISH","166774","240",465,"CAMS","NE",1
"SCALLOP, SEA","079718","800",465,"CAMS","GOM",1
"SCUP","169182","329",465,"CAMS","by stat area",1
"SILVER HAKE","164791","509",465,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",465,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",465,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",465,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",465,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",465,"CAMS","GOM",1
"SKATE, THORNY","564149","370",465,"CAMS","GOM",1
"SKATE, WINTER","564145","367",465,"CAMS","GOM",1
"SQUID, ATL LONG-FIN","082372","801",465,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",465,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",465,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",465,"CAMS","NE",1
"WINDOWPANE","172746","125",465,"CAMS","GBGOM",1
"WINTER FLD","172905","120",465,"CAMS","GOM",1
"WITCH FLD","172873","122",465,"CAMS","GBGOM",1
"WOLFFISH","171341","512",465,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",465,"CAMS","CCGOM",1
"ALEWIFE","161706","001",467,"CAMS","NE",1
"AM SHAD","161702","347",467,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",467,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",467,"CAMS","NORTH",1
"BLUEFISH","168559","023",467,"CAMS","NE",1
"BUTTERFISH","172567","051",467,"CAMS","NE",1
"CHUB MACKEREL","172413","215",467,"CAMS","NE",1
"CLAM, SURF","080944","769",467,"CAMS","NE",1
"COD","164712","081",467,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",467,"CAMS","NE",1
"FLUKE","172735","121",467,"CAMS","NE",1
"HADDOCK","164744","147",467,"CAMS","GOM",1
"HAKE, WHITE","164732","153",467,"CAMS","NE",1
"HALIBUT","172933","159",467,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",467,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",467,"CAMS","NE",1
"MONKFISH","164499","012",467,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,467,"CAMS","NE",1
"OCEAN POUT","630979","250",467,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",467,"CAMS","NORTHERN",1
"QUAHOG, HARD SHELL CLAM","081496","748",467,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",467,"CAMS","NE",1
"RED CRAB","620992","710",467,"CAMS","UNIT",1
"RED HAKE","164730","152",467,"CAMS","NORTHERN",1
"REDFISH","166774","240",467,"CAMS","NE",1
"SCALLOP, SEA","079718","800",467,"CAMS","GOM",1
"SCUP","169182","329",467,"CAMS","by stat area",1
"SILVER HAKE","164791","509",467,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",467,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",467,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",467,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",467,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",467,"CAMS","GOM",1
"SKATE, THORNY","564149","370",467,"CAMS","GOM",1
"SKATE, WINTER","564145","367",467,"CAMS","GOM",1
"SQUID, ATL LONG-FIN","082372","801",467,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",467,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",467,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",467,"CAMS","NE",1
"WINDOWPANE","172746","125",467,"CAMS","GBGOM",1
"WINTER FLD","172905","120",467,"CAMS","GOM",1
"WITCH FLD","172873","122",467,"CAMS","GBGOM",1
"WOLFFISH","171341","512",467,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",467,"CAMS","CCGOM",1
"ALEWIFE","161706","001",511,"CAMS","NE",1
"AM SHAD","161702","347",511,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",511,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",511,"CAMS","NORTH",1
"BLUEFISH","168559","023",511,"CAMS","NE",1
"BUTTERFISH","172567","051",511,"CAMS","NE",1
"CHUB MACKEREL","172413","215",511,"CAMS","NE",1
"CLAM, SURF","080944","769",511,"CAMS","NE",1
"COD","164712","081",511,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",511,"CAMS","NE",1
"FLUKE","172735","121",511,"CAMS","NE",1
"HADDOCK","164744","147",511,"CAMS","GOM",1
"HAKE, WHITE","164732","153",511,"CAMS","NE",1
"HALIBUT","172933","159",511,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",511,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",511,"CAMS","NE",1
"MONKFISH","164499","012",511,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,511,"CAMS","NE",1
"OCEAN POUT","630979","250",511,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",511,"CAMS","NORTHERN",1
"POLLOCK","164727","269",511,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",511,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",511,"CAMS","NE",1
"RED CRAB","620992","710",511,"CAMS","UNIT",1
"RED HAKE","164730","152",511,"CAMS","NORTHERN",1
"REDFISH","166774","240",511,"CAMS","NE",1
"SCALLOP, SEA","079718","800",511,"CAMS","GOM",1
"SCUP","169182","329",511,"CAMS","by stat area",1
"SILVER HAKE","164791","509",511,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",511,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",511,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",511,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",511,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",511,"CAMS","GOM",1
"SKATE, THORNY","564149","370",511,"CAMS","GOM",1
"SKATE, WINTER","564145","367",511,"CAMS","GOM",1
"SQUID, ATL LONG-FIN","082372","801",511,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",511,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",511,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",511,"CAMS","NE",1
"WINDOWPANE","172746","125",511,"CAMS","GBGOM",1
"WINTER FLD","172905","120",511,"CAMS","GOM",1
"WITCH FLD","172873","122",511,"CAMS","GBGOM",1
"WOLFFISH","171341","512",511,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",511,"CAMS","CCGOM",1
"ALEWIFE","161706","001",512,"CAMS","NE",1
"AM SHAD","161702","347",512,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",512,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",512,"CAMS","NORTH",1
"BLUEFISH","168559","023",512,"CAMS","NE",1
"BUTTERFISH","172567","051",512,"CAMS","NE",1
"CHUB MACKEREL","172413","215",512,"CAMS","NE",1
"CLAM, SURF","080944","769",512,"CAMS","NE",1
"COD","164712","081",512,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",512,"CAMS","NE",1
"FLUKE","172735","121",512,"CAMS","NE",1
"HADDOCK","164744","147",512,"CAMS","GOM",1
"HAKE, WHITE","164732","153",512,"CAMS","NE",1
"HALIBUT","172933","159",512,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",512,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",512,"CAMS","NE",1
"MONKFISH","164499","012",512,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,512,"CAMS","NE",1
"OCEAN POUT","630979","250",512,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",512,"CAMS","NORTHERN",1
"POLLOCK","164727","269",512,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",512,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",512,"CAMS","NE",1
"RED CRAB","620992","710",512,"CAMS","UNIT",1
"RED HAKE","164730","152",512,"CAMS","NORTHERN",1
"REDFISH","166774","240",512,"CAMS","NE",1
"SCALLOP, SEA","079718","800",512,"CAMS","GOM",1
"SCUP","169182","329",512,"CAMS","by stat area",1
"SILVER HAKE","164791","509",512,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",512,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",512,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",512,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",512,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",512,"CAMS","GOM",1
"SKATE, THORNY","564149","370",512,"CAMS","GOM",1
"SKATE, WINTER","564145","367",512,"CAMS","GOM",1
"SQUID, ATL LONG-FIN","082372","801",512,"CAMS","NE",1
"SQUID, SHORT-FIN","082521","802",512,"CAMS","NE",1
"TILEFISH, BLUELINE","168543","444",512,"CAMS","NE",1
"TILEFISH, GOLDEN","168546","446",512,"CAMS","NE",1
"WINDOWPANE","172746","125",512,"CAMS","GBGOM",1
"WINTER FLD","172905","120",512,"CAMS","GOM",1
"WITCH FLD","172873","122",512,"CAMS","GBGOM",1
"WOLFFISH","171341","512",512,"CAMS","GOM",1
"YELLOWTAIL FLD","172909","123",512,"CAMS","CCGOM",1
"ALEWIFE","161706","001",513,"CAMS","NE",1
"AM SHAD","161702","347",513,"CAMS","NE",1
"AMERICAN PLAICE","172877","124",513,"CAMS","GOM",1
"BLACK SEA BASS","167687","335",513,"CAMS","NORTH",1
"BLUEFISH","168559","023",513,"CAMS","NE",1
"BUTTERFISH","172567","051",513,"CAMS","NE",1
"CHUB MACKEREL","172413","215",513,"CAMS","NE",1
"CLAM, SURF","080944","769",513,"CAMS","NE",1
"COD","164712","081",513,"CAMS","GOM",1
"DOGFISH, SPINY","160617","352",513,"CAMS","NE",1
"FLUKE","172735","121",513,"CAMS","NE",1
"HADDOCK","164744","147",513,"CAMS","GOM",1
"HAKE, WHITE","164732","153",513,"CAMS","NE",1
"HALIBUT","172933","159",513,"CAMS","NE",1
"HERRING, ATLANTIC","161722","168",513,"CAMS","NE",1
"MACKEREL, ATLANTIC","172414","212",513,"CAMS","NE",1
"MONKFISH","164499","012",513,"CAMS","NORTHERN",1
"NBR spp (300+)",NA,NA,513,"CAMS","NE",1
"OCEAN POUT","630979","250",513,"CAMS","GOM",1
"OFFSHORE HAKE","164793","508",513,"CAMS","NORTHERN",1
"POLLOCK","164727","269",513,"CAMS","NE",1
"QUAHOG, HARD SHELL CLAM","081496","748",513,"CAMS","NE",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",513,"CAMS","NE",1
"RED CRAB","620992","710",513,"CAMS","UNIT",1
"RED HAKE","164730","152",513,"CAMS","NORTHERN",1
"REDFISH","166774","240",513,"CAMS","NE",1
"SCALLOP, SEA","079718","800",513,"CAMS","GOM",1
"SCUP","169182","329",513,"CAMS","by stat area",1
"SILVER HAKE","164791","509",513,"CAMS","NORTHERN",1
"SKATE, BARNDOOR","564139","368",513,"CAMS","GOM",1
"SKATE, CLEARNOSE","160855","372",513,"CAMS","GOM",1
"SKATE, LITTLE","564130","366",513,"CAMS","GOM",1
"SKATE, ROSETTE","564136","364",513,"CAMS","GOM",1
"SKATE, SMOOTH","564151","369",513,"CAMS","GOM",1
"SKATE, THORNY","564149","370",513,"CAMS","GOM",1
"SKATE, WINTER","564145","367",513,"CAMS","GOM",1
